id,audio,text
1519,audio_01519.wav,नहीं बताया था कि इंदिरा गांधी को गंभीर रूप से घायल अवस्था
384,audio_00384.wav,IF YOU HAVE BEEN IN LOVE YOU MUST HAVE FELT THE NEED OF ISOLATING FROM THIS WORLD THE BEING IN WHOM YOU WOULD LIVE WHOLLY IT SEEMS AS IF HOWEVER INDIFFERENT SHE MAY BE TO HER SURROUNDINGS THE WOMAN WHOM ONE LOVES LOSES SOMETHING OF HER PERFUME
1670,audio_01670.wav,உழவர் திருநாள் அப்படின்னு சொல்கிறோம் உழவர் திருநாளை வந்து நம்ம வந்து வயல்லருக்குற கதிரை அறுத்துட்டு வந்து வீட்டில் வச்சு அதெல்லாம் சாமி கும்பிடுவாங்க அப்புறம் வந்து உழவர் திருநாள் அன்னைக்கு கன்னிப்பொங்கல் உழவர் திருநாளைதான் கன்னிப்பொங்கல் கன்னிப்பொங்கல் அன்னைக்கு வந்து மாட்டை வீட்டை சுற்றி மஞ்சள் தண்ணி தெளிச்சிடுவாங்க இப்போ வந்து முறப்பையன் மேலே வந்து மஞ்சத்தண்ணி ஊற்றுவாங்க
1038,audio_01038.wav,CHANCES ARE WE'LL BE DROPPING IN TO SEE HOW OLD JESSE WILCOX IS GETTING ON WITH HIS MUSKRAT TRAPPING I THINK I'D ENJOY ANOTHER TURN UP THERE IN THE WOODS ONE THING SURE SAID FRANK WE MUST ARRANGE TO GO AWAY SOMEWHERE AND DO A LITTLE HUNTING AGAIN
697,audio_00697.wav,THAT THAT ISN'T KNOWING HER AND THAT ONE MAY KNOW BETTER A PERSON WHOM ONE DOESN'T SEE AS I SAY HALF SO MUCH THE DISCRIMINATION WAS INTERESTING BUT IT BROUGHT THEM BACK TO THE FACT OF HER SUCCESS AND IT WAS AT THAT COMPARATIVELY GROSS CIRCUMSTANCE
883,audio_00883.wav,the dream will come to an ind.
1355,audio_01355.wav,இந்த உலகம் வந்து
1070,audio_01070.wav,that i cannot help but confess.
456,audio_00456.wav,that in no way caused any obstruction.
519,audio_00519.wav,கொண்டாடும்போது அவங்களுக்கே தெரியும் ஆஹா கொண்டாடி முடிச்சிட்டு இது போய்டுச்சுன்னா எப்படா வரும் பொங்கல் அப்படின்னு நினப்பாங்க
595,audio_00595.wav,FOR THE REST NOT A PENNY OF DEBT THIS THEN WAS MY POSITION WHEN I MADE THE ACQUAINTANCE OF MARGUERITE YOU CAN WELL UNDERSTAND THAT IN SPITE OF MYSELF MY EXPENSES SOON INCREASED
1004,audio_01004.wav,ஸ்டாப் பண்ணிணா நிறைய ஃபேமிலிஸெலாம் வந்து இதிலேருந்து மீண்டு வர முடியாமல் ரொம்ப கஷ்டப்பட்டாங்கன்னு வைச்சுக்கே இதை ஃபுல்லாக தடுக்கணுனால் நம்ம வந்து
793,audio_00793.wav,no reply came from bhabaprasad.
561,audio_00561.wav,the front door to the verandah.
559,audio_00559.wav,कुमार जैसे गेंदबाज़ हैं
1245,audio_01245.wav,could hear me in the rainstorm.
1631,audio_01631.wav,whats to be done judith.
1252,audio_01252.wav,ஓவியம் என்பது ஒரு
106,audio_00106.wav,water and saying to me the dust on the road.
1449,audio_01449.wav,लेकिन मेरी ज़रूरतों ने मुझे इस ओर धकेल दिया
493,audio_00493.wav,நம்ம ஃபஸ்ட்டு வந்து நம்ம செல்ஃபாக வந்து நம்ம வந்து அசைன் பண்ணிக்க வேண்டியது என்னன்னா நம்ம பொருளை நம்ப தான் பாதுகாக்கணும் ஸோ வந்து ரொம்ப திருட்டு போகிறத வந்து அவாய்ட் பண்ணணும் அப்படின்னா
1647,audio_01647.wav,ஆறு நாலு ஆயிரத்து தொள்ளாயிரத்தி தொண்ணூறு
985,audio_00985.wav,SHE SLIPPED IN THE OBSERVATION THAT HER MILLY WAS INCAPABLE OF CHANGE WAS JUST EXACTLY ON THE CONTRARY
1098,audio_01098.wav,அதுக்காகவே டாக்டர்ஸ் முதக்கொண்டு சில பேர் சொல்லுவாங்க எல்லாரும் சொல்லுவாங்களான்னு தெரியல
68,audio_00068.wav,SOME OF THE FISH WERE FRESH BUT OTHERS WERE ROTTEN AND WITHOUT HEADS AMONG THE NUMBER WHICH I GOT FIVE WERE FRESH AND THE REST STINKING AND HEADLESS THEY REMIND US OF HIS GRACE'S OBSERVATION OF SOME PAGES BACK
503,audio_00503.wav,hey is that balen.
1047,audio_01047.wav,i told him that it was his misfortune.
437,audio_00437.wav,AGAIN THE SMALL AREA ABOUT SIXTY BY THIRTY YARDS THE FALL OCCURRED DURING A HEAVY RAIN THAT WAS ACCOMPANIED BY THUNDER
44,audio_00044.wav,இந்த இது ரோடு போட்டது மூலயமா எங்களுடைய இடத்திலருந்து பார்த்திங்கன்னா எந்தவிதமான கழிவு நீர்கள் நிற்காமா அது எந்த இடத்துக்கு ஸ்டோர் பண்ணி போக முடியுமோ அந்தமாதிரி டிச்சின் மூலயமா கால்வாய்க்கு சொல்லி அனுப்பிச்சு
1521,audio_01521.wav,attack he is a fiery creature with eyes.
1753,audio_01753.wav,भारत के आर्थिक सुधारों से जुड़ी संभावना शियोमी और ओप्पो जैसी भारत
164,audio_00164.wav,ப்ராக்டி நல்லா ப்ராக்டிஸ் பண்ணி விளையாடுனவுங்களுக்கு அவங்க தனிப்பட்ட முறையில் ஆயிரம் ரெண்டாயிரம் இந்த மாதிரி கொடுப்பாங்க கொடுத்து ரொம்ப சப்போர்ட் பண்ணுவாங்க
1955,audio_01955.wav,THAT EACH IN HIS WAY MADE ONE THE EXPANSIVE THE OTHER THE CONTRACTILE EFFECT OF THE PERFECT WHITE WAISTCOAT A SCRATCH COMPANY OF TWO INNOCUOUS YOUTHS AND A PACIFIED VETERAN WAS THEREFORE WHAT NOW OFFERED ITSELF TO MISSUS STRINGHAM
1714,audio_01714.wav,ராஜேந்திரன் பூபதி சண்முக சுந்தரம் அருணாச்சலம் வெங்கடேஷ்
1654,audio_01654.wav,one has been carried by the wind.
1943,audio_01943.wav,இப்போ நிறைய கஷ்டத்துக்கு மத்தியில் நாங்கள் வாழ்ந்துட்டு இருக்கிறோம் ஆனால் இருந்தாலும் அந்த சந்தோஷமாக தான் இருக்கும் என் பிள்ளைங்களோட வளர்ச்சியாக இருக்கட்டும் அன்னைக்கு வந்து கொஞ்சம் கஷ்டப்பட்டாலும் இன்னைக்கு நம்ம பிள்ளைங்களை எல்லாம் நல்லா வச்சுருக்கோம் நல்லா படிக்க வச்சுருக்கோம் நல்லா பிள்ளைங்களா இருக்காங்க
780,audio_00780.wav,a few dry leaves from the nearby.
690,audio_00690.wav,ये पाबंदी हटा दी गई
243,audio_00243.wav,அப்புறம் அம்மா வேற உடம்பு சரியில்லாமல் இருந்தாங்க நாங்கள் வாழ்க்கையில் ரொம்ப சிரமப்பட்டு தான் மேலே ஏறி வந்தோம்
1833,audio_01833.wav,உங்களோட பிரீதிங் லெவல் அதிகமாகவும் அது மட்டும் இல்லாம
1546,audio_01546.wav,அந்த அளவுக்கு நீங்கள் எது பயிர் பண்ணினாலும் உங்களுக்கு அந்த அளவுக்கு ஈடு இருக்காது அதனால நீங்கள் அது மாதிரி தழைசத்து இதெல்லாம் போட்டு நல்ல கொண்டுட்டு வந்தீங்கனாதான் உங்கள் வயல் வந்து மீண்டும்
1194,audio_01194.wav,में काम करने वाली चीनी कंपनियों से सीधी जुड़ी है
507,audio_00507.wav,में आग लगाई जा रही है
1790,audio_01790.wav,FRANK WAS ALWAYS ACCOMMODATING ESPECIALLY WHEN ANYTHING CONNECTED WITH HIS KNOWLEDGE OF NATURE WAS CONCERNED HE LOVED TO WATCH THE SMALL WOODS FOLK WHEN THEY DID NOT SUSPECT HIS PRESENCE AND LEARN MORE AND MORE OF THEIR INTERESTING HABITS
954,audio_00954.wav,bhabaprasad said the road has not been.
1561,audio_01561.wav,ஒரு ஒரு டாக்டரை போய் பார்க்கணுன்னா நிறையா பணக்காரவங்களாலும் இல்லை சிறிய சிறிய காசு
77,audio_00077.wav,அது அப்பப்ப தோணுறப்ப சும்மா ஒரு நாலு வரி பாட்டெல்லாம் பாடுவாங்க அது கொஞ்சம் ஜாலியாகதான் இருக்கும் மீன் பிடிக்கிறது வந்து ரொம்ப என்டர்டைமண்ட்டான ஒரு விஷயம் அது ஆனால் அது இன்னொன்று பார்த்திங்கனா அந்த உயிரை கொல்கிறதுலதான் இருக்குது அதையும் நாங்கள் நினச்சிக்கிட்டங்க சில டைமம்
1717,audio_01717.wav,அதுக்கும் காரணம் லஞ்சம் ஆனால் அதில் பல உயிர் தேவைல்லாம இழக்கவும் படுது
828,audio_00828.wav,balen is a newspaper reporter.
508,audio_00508.wav,सोवियत संघ की ओर से चेतावनी दिए जाने के महज़ चौबीस घंटे
1013,audio_01013.wav,convinced about todays sir being a man of metal.
982,audio_00982.wav,கோவில்லர்ந்து
1348,audio_01348.wav,no not imran i am not sure when imran is coming.
1168,audio_01168.wav,இந்தியா பாகிஸ்தான் அமெரிக்கா ஸ்ரீலங்கா அயர்லாந்த்
1012,audio_01012.wav,प्रवक्ता नईम उल हक़ ने कहा है कि उनकी पार्टी केंद्र में
364,audio_00364.wav,का फेफड़ों का कैंसर था
1387,audio_01387.wav,ALWAYS REPEATING THAT I WAS QUITE WELL AND THAT I WAS NOT IN NEED OF MONEY TWO THINGS WHICH I THOUGHT WOULD CONSOLE MY FATHER FOR MY DELAY IN PAYING HIM MY ANNUAL VISIT JUST THEN ONE FINE DAY IN SUMMER
88,audio_00088.wav,பதினைஞ்சி ஆறு ஆயிரத்து தொள்ளாயிரத்தி தொண்ணூற்றி எட்டு
191,audio_00191.wav,had raised the matter with an officer during his.
749,audio_00749.wav,IF WE DON'T SHOW UP BY NIGHT WHY CHANCES ARE WE FOUND OURSELVES SO FAR AWAY THAT WE CONCLUDED TO MAKE CAMP BLUFF AND JERRY SHOOK HANDS GRAVELY ALL AROUND EVEN WITH TEDDY GOOD LUCK AND I HOPE YOU GET HIM SAID THAT INDIVIDUAL MEANING EVERY WORD
505,audio_00505.wav,ओझल नहीं हुई है
1267,audio_01267.wav,AND THAT ARMAND CAN NEVER GIVE YOU HE LOVES YOU WITH ALL HIS SOUL BUT HE HAS NO FORTUNE CAPABLE OF SUPPLYING YOUR NEEDS AND HE WILL BE BOUND TO LEAVE YOU ONE DAY WHEN IT WILL BE TOO LATE AND WHEN THE DUKE WILL REFUSE TO DO ANY MORE FOR YOU
524,audio_00524.wav,because the fact that a man could suddenly suffer.
1767,audio_01767.wav,his fame had spread to america.
692,audio_00692.wav,இப்போல்லாம் பார்த்தீங்கன்னா அதை தவிர்க்கிறேன் சுற்றுசூழல் மாசுப்படுது
578,audio_00578.wav,TIME AMONG THEM FOR HIM TO FEEL ALMOST TOO SCARED TO TAKE PART IN THE OVATION HE STRUCK HIMSELF AS HAVING LOST FOR THE MINUTE HIS PRESENCE OF MIND SO THAT IN ANY CASE HE ONLY STARED IN SILENCE AT THE OLDER WOMAN'S TECHNICAL CHALLENGE
1839,audio_01839.wav,இந்த ஊடகங்கள் வாயிலாக நாலு பேத்துக்கிட்ட கொண்டு போய் சேர்க்கறதுக்குக்கூட அந்த மாதிரி கலைஞர்களுக்கு நாம் செய்கிற பெரும் உதவி
1744,audio_01744.wav,WELL TELL THE DUKE TO TAKE IT FOR YOU HE WOULD DO SO I AM SURE I'LL SEE ABOUT IT IF YOU LIKE MARGUERITE LOOKED AT ME
349,audio_00349.wav,நியர்பையாகவே சில மருத்துமனைகள் எல்லாம் இருக்குது சின்ன சின்ன மருத்துவமனைகளுமே சொல்லலாம் ஆனால் அந்த மருத்துவமனைகளில் வந்துவிட்டு இப்போ பலவகையான இம்ப்புருபன்ஸ்ஸும் நல்லா காட்டிகிட்டே தான் இருக்காங்க
1810,audio_01810.wav,IF SHE ACTUALLY MISSED AT ANY RATE MISSUS STRINGHAM'S DISCOMFORT THAT BUT SHOWED HOW HER OWN IDEA HELD HER HER OWN IDEA WAS BY INSISTING ON THE FACT OF THE GIRL'S PROMINENCE AS A FEATURE OF THE SEASON'S END
1782,audio_01782.wav,DISREGARDING SERIAL SIGNIFICANCE OR MECHANICAL UNINTELLIGENT REPULSIVE REFLEX IS THAT THE FISHES OF INDIA DID NOT FALL FROM THE SKY THAT THEY WERE FOUND UPON THE GROUND AFTER TORRENTIAL RAINS BECAUSE STREAMS HAD OVERFLOWED AND HAD THEN RECEDED
1053,audio_01053.wav,to put up with the round the clock hospitality and company.
1111,audio_01111.wav,அஞ்சாவ் மாவட்டத்தில் பதினைந்து முதல் பதினேழு வயது வரம்பில் உள்ளவர்களுக்கு இரண்டாம் டோஸ் செலுத்தப்பட்டது தடுப்பூசி மையம் எதுவும் இருக்கிறதா
810,audio_00810.wav,UNDER THE PRETEXT THAT SHE WAS ASLEEP AND HAD GIVEN ORDERS THAT SHE WAS NOT TO BE AWAKENED THE HABIT OR THE NEED OF SEEING ME WHICH MARGUERITE HAD NOW CONTRACTED HAD THIS GOOD RESULT THAT IT FORCED ME TO LEAVE THE GAMING TABLE JUST AT THE MOMENT
678,audio_00678.wav,यादों को देख रही थी जो पिछले सत्रह साल में हमने साथ
726,audio_00726.wav,நாங்கள் ஃபஸ்ட்டு கடை வச்சுருந்தோம் கடை வச்சுருந்தப்ப அந்த அப்போ அந்த சூழல்லலாம் ஒரு ரொம்ப சந்தோஷமான சூழல் இந்த தொண்ணூற்றி எட்டுலேருந்து ஒரு ரெண்டாயிரம் வரைக்கும்லாம் ரொம்ப சந்தோஷமாக இருந்தோம்
1307,audio_01307.wav,मकान क्या था एक बड़े घर में बंटवारे के बाद मिले एक
1261,audio_01261.wav,old towel and wanted to say something.
1423,audio_01423.wav,உலகம் எங்கேயோ போகுது மாறிக்கிட்டு இருக்குது
1422,audio_01422.wav,இன்னொரு ஆபீஸ் யூனியன் ஆபீஸ் எல்லாமே போய் எங்கெல்லாம் பார்த்து அதிகாரிக்கெல்லாம் பார்த்து அங்கே போனால் அவங்க இங்கே வந்திருவாங்க மறுபடியும் நாங்கள் அங்கேருந்து ஆட்டோ வச்சு வரணும் அங்கே வந்து இங்கே வீட்டில வந்தால் வீட்டில வந்து பார்த்துட்டு அவங்க போயிடுவாங்க
1504,audio_01504.wav,ஹலோ வணக்கம் அண்ணா உங்கள் உணவகத்தில் ஆடரு பண்ணி இருக்கேன் சாப்பாடு ஆடரு பண்ணியிருக்கேன் எனக்கு இன்னும் சாப்பாடு வந்து சேரலை அதை என்னனு விசாரிக்கதான் ஃபோன் பண்ணியிருக்கேங்கய்யா
1742,audio_01742.wav,government officer i hurled the words like darts at.
1735,audio_01735.wav,கண்ணுக்கு அழகான சூப்பராகவே இருக்க இருக் இருக்கக்கூடிய டிசைன்ஸில் நெக்லஸாக இருக்கட்டும் ஒரு ரிங்காக இருக்கட்டும் தோடாக இருக்கட்டும்
87,audio_00087.wav,जापान में भी रिलीज़ हुई है
906,audio_00906.wav,BUT IF EVER ANYTHING DID GO UP FROM THIS EARTH'S SURFACE AND STAY UP THOSE DAMNED THINGS MAY HAVE MONTHLY WEATHER REVIEW MAY EIGHTEEN SEVENTY EIGHT IN A TORNADO IN WISCONSIN MAY TWENTY THIRD EIGHTEEN SEVENTY EIGHT
700,audio_00700.wav,to have found a gem like you.
1369,audio_01369.wav,TO KEEP DENSHER IN RELATION FOR THE REST OF THEM BOTH TO PRESENT AND TO PAST IT'S EVERYTHING THAT HAS HAPPENED SINCE THAT MAKES YOU NATURALLY A LITTLE SHY ABOUT HER YOU DON'T KNOW WHAT HAS HAPPENED SINCE BUT WE DO WE'VE SEEN IT AND FOLLOWED IT
998,audio_00998.wav,you dont have to draw water from.
1419,audio_01419.wav,என்னோட வாழ்க்கை வரலாறுனாப்பா
201,audio_00201.wav,वह जोड़ते हैं आज शांतिवन में कुल आठ सौ बच्चे पढ़ते हैं
951,audio_00951.wav,BE AT PRUDENCE'S TO NIGHT AT EIGHT
1804,audio_01804.wav,THAT LIGHT SNOW FALLING LAST NIGHT WAS IN OUR FAVOR FOR THE TRACKS WILL SHOW UP WELL SUGGESTED JERRY HERE'S THE PLACE FRANK TOLD THEM A SHORT TIME AFTERWARD YOU CAN SEE THE TREE WITH THE HOLE IN IT OVER THERE
1777,audio_01777.wav,THEN I THINK OF A HURRICANE THAT OCCURRED IN THE STATE OF MISSISSIPPI WEEKS OR MONTHS BEFORE MAY ELEVENTH EIGHTEEN NINETY FOUR NO I DON'T LOOK FOR IT AND INEVITABLY FIND IT OR THAT THINGS CAN GO UP SO HIGH IN HURRICANES THAT THEY STAY UP INDEFINITELY
1289,audio_01289.wav,அங்கே அந்த அதை பயிற்றுவிக்கிறதுக்கான ஆசிரியர்களே இல்லை
530,audio_00530.wav,LITTLE OR BIG IF SUCH FALLS BE ATTRIBUTED TO WHIRLWINDS AND MORE LIKELY TO FALL FROM THE SUPER SARGASSO SEA IF THOUGH VERY TENTATIVELY AND PROVISIONALLY WE ACCEPT THE SUPER SARGASSO SEA
1835,audio_01835.wav,to complete their degrees.
31,audio_00031.wav,இந்த ப்ரோடக்ட் நல்லாயிருக்கு அந்த மாரி பார்த்து வாங்குவோம் அப்புறம் ஏதாச்சும் ஆர்ட்ரு பண்ணிணாலும் இல்லை டிரெஸ்ஸு இந்த மாரி லிஃப்ட்டிக்கு அந்த மாதிரி ஆர்ட்ரு பண்ணிணா
1140,audio_01140.wav,மீன்பிடி தொழிலில் வந்து பார்த்தீங்கன்னா
1455,audio_01455.wav,MOUNTING AS HIGH AS THE FIRST STORY I LOOKED AT THE HOUSE SO LONG THAT I BEGAN BY THINKING OF IT AS MINE SO PERFECTLY DID IT EMBODY THE DREAM THAT I WAS DREAMING I SAW MARGUERITE AND MYSELF THERE
1207,audio_01207.wav,அதிகப்பேர் பயணிக்கலாம் போட்டிங் நிறைய பூங்கா பூங்கா கம்மியாக இருக்குது சில்ட்ரன்ஸ் பார்க்கு இதுப்போல நிறையா கட்டலாம் பார்க்குகள் அமைத்தால் அதிகப்பேர் வருவாங்க பயணிகள் அதிகமாகும்
599,audio_00599.wav,some more time because if he left there would.
783,audio_00783.wav,visit here a few days later two truckloads of.
1538,audio_01538.wav,OH NOW I TUMBLE TO WHAT YOU MEAN CRIED WILL WHO DID NOT OFTEN USE ANY SORT OF SLANG AND MUST THEREFORE HAVE BEEN UNUSUALLY EXCITED TO FALL INTO THE HABIT IT'S BILL BILL NACKERSON FRANK NODDED HIS HEAD
1873,audio_01873.wav,THAT DURING A HEAVY SHOWER JULY THIRD EIGHTEEN SIXTY HE HEARD A PECULIAR SOUND AT HIS FEET AND LOOKING DOWN SAW A SNAKE LYING AS IF STUNNED BY A FALL IT THEN CAME TO LIFE GRAY SNAKE ABOUT A FOOT LONG
332,audio_00332.wav,HE WOULD HAVE LIKED AS WELL TO ASK HER HOW FEASIBLE SHE SUPPOSED IT FOR A POOR YOUNG MAN TO RESEMBLE HER AT ANY POINT BUT HE HAD AFTER ALL SOON ENOUGH PERCEIVED THAT HE WAS DOING AS SHE WISHED BY LETTING HIS WONDER SHOW
1213,audio_01213.wav,மில்லு நிறைய இல்லைனாலும் ஜனத்துக்கு ஜ தடுமாட்டம் வந்துடும் மில்லு நிறைய வந்துடுச்சி
319,audio_00319.wav,THAT NEAR THE CAMP IF ONLY YOU'LL HOLD YOUR HORSES UNTIL I CAN DEVELOP THIS FILM YOU SHALL SEE FOR YOURSELF WHETHER I KNOW A STAG FROM A BULL MOOSE HE WAS TOLD BY THE INDIGNANT PHOTOGRAPHER AS THE LATTER BROKE AWAY AND VANISHED INSIDE THE CABIN
497,audio_00497.wav,fear or of my mental state.
1148,audio_01148.wav,STONES FENCE RAILS LIMBS OF TREES SAY THAT THE SNAKES OCCUPIED THE NEXT GRADATION AND WOULD BE THE NEXT TO FALL
140,audio_00140.wav,JULY EIGHTEEN TWENTY FOUR LIVING AGE
1177,audio_01177.wav,tone chips were sent here one truckload was utilised.
553,audio_00553.wav,a white memsaheb had cooked rice.
727,audio_00727.wav,ஆமாம் நீங்கள் ஃபோன் பண்ணிட்டு என்னனு பார்த்துட்டு ஏன் ஃபோன் அட்டன் பண்ணலங்கிறதையும் கேட்டுட்டு எனக்கு நீங்கள் கால் பண்ணுனீங்கனா கொஞ்சம் வசதியாக இருக்கும்
1820,audio_01820.wav,விளையாடு
1588,audio_01588.wav,देशों की यात्राएं भी की
1609,audio_01609.wav,BUT A WHIRLWIND IS THOUGHT OF AS A CONDITION OF CHAOS QUASI CHAOS
842,audio_00842.wav,मैच की सुबह मैं किसी मंदिर या गुरुद्वारे में ज़रूर जाता हूं
181,audio_00181.wav,the work done by the assamese association here.
930,audio_00930.wav,do they cause any harm or disturbance fear.
915,audio_00915.wav,राम बहादुर राय कहते हैं कि जेपी और इंदिरा के बीच दूरी
1237,audio_01237.wav,WE TRY TO DO THE RIGHT THING MOST TIMES AND YET THERE NEVER WERE FOUR BOYS MORE FOND OF HAVING A JOLLY TIME THAN THIS BUNCH THAT'S SO BLUFF DECLARED STURDILY AND WE'VE HAD LOTS OF DANDY VACATIONS IN THE PAST TOO
821,audio_00821.wav,DAMN ALL GREEKS HE SAID JOVIALLY AND FISHER COULD DO NO MORE THAN SMILE REPROACHFULLY THE SMILE BEING HIS VERY OWN THE REPROACH BEING ON BEHALF OF THE MASTER WHO PAID HIM THE TRAVELLER TOUCHED THE OTHER ON THE CHEST WITH HIS RIGHT HAND NEVER TRUST A GREEK HE SAID
325,audio_00325.wav,the ghost had killed niranjan tamuli too.
1607,audio_01607.wav,हमारे अलग होने के शुरुआती दिनों में मुझे अक्सर यह ख़्वाब आता
238,audio_00238.wav,although much later on.
36,audio_00036.wav,कहा जाता है कि हिटलर ने यहूदियों के साथ जो किया वह
1793,audio_01793.wav,இந்தமாதிரி யாரையாச்சும் கூப்பிட்டு அவர்களுக்கு அந்த இடத்துல இதுதான் நெலமை இப்படி பண்ணிணா இந்த நோயை தடுக்கலாம் அப்படின்னு புரிய வெக்கிணும்
1461,audio_01461.wav,ये गोथिक शैली में बनाई गई
1356,audio_01356.wav,सेना के चीफ़ ऑफ ऑपरेशन जनरल अनवर अल कादी ने अपने कमांडर
309,audio_00309.wav,you had tried to make amends with a.
371,audio_00371.wav,they will come openly.
293,audio_00293.wav,AND HE HAD THE AMUSEMENT OF SEEING IN HER AS THROUGH A CLEAR GLASS THE OUTBREAK OF A PLAN AND THE SUDDEN CONSCIOUSNESS OF A CURIOSITY SHE BECAME AWARE OF AMERICA UNDER HIS EYES AS A POSSIBLE SCENE FOR SOCIAL OPERATIONS
612,audio_00612.wav,he received me like a very close.
603,audio_00603.wav,that is why.
703,audio_00703.wav,now there are no traces of those.
160,audio_00160.wav,प्रोविजनल या अनंतिम आंकड़े कहा गया है
1393,audio_01393.wav,i have to go back.
1386,audio_01386.wav,SOME WERE PLACED IN FRESH WATER THESE SEEMED TO THRIVE WELL AS TO NARROW DISTRIBUTION WE ARE TOLD THAT THE FISHES FELL IN AND ABOUT THE PREMISES OF MISTER NIXON IT WAS NOT OBSERVED AT THE TIME THAT ANY FISH FELL IN ANY OTHER PART OF THE NEIGHBORHOOD
1226,audio_01226.wav,a fearless officer pledged to his official.
1378,audio_01378.wav,சோழன் வந்து புலி கொடியையும் பாண்டியன் வந்து மீன் கொடியும் பயன்படுத்தி பயன்படுத்தினார்கள் இவர்கள் மூவரும் சூடிய பூ என்னனு கேட்டீங்கனா சேரன் பனம்பூவையும் சோழன் வந்து அத்திப்பூவையும் பாண்டியன் வந்து
1274,audio_01274.wav,AS WHILE HE WAITED WITH HER FOR HER HALF DOZEN OTHER GUESTS SHE WELCOMED HIM GENIALLY BACK FROM THE STATES AS TO HIS VIEW OF WHICH HER FEW QUESTIONS THOUGH NOT COHERENT WERE COMPREHENSIVE
1057,audio_01057.wav,i am already impatient to meet you.
556,audio_00556.wav,जगह जगह दंगे हुए पंजाब में उग्रवाद बढ़ने लगा
112,audio_00112.wav,அந்தக் கொசு இந்தமாதிரி விஷயங்கள் தண்ணி அதிகமாக தேங்கி இந்தமாதிரி மாசு தண்ணிகளெலாம் நிற்கிறனால கொசு இந்தமாதிரி வரும்
1757,audio_01757.wav,भालू का बच्चा हार नहीं मानता और लगातार चढ़ने का प्रयास करता
253,audio_00253.wav,நெக்ஸ்ட் வந்து கேதார்நாத் டெம்பிள்
292,audio_00292.wav,looks like goddess kali.
1844,audio_01844.wav,என்ன டெயிலியும் க்ளீன் பண்ணணும் எதாச்சும் அடைப்பு இருந்தாலும் எடுக்கணும் கீழே எதாச்சும் பூ வேஸ்டேஜ் அது இதுன்னு எல்லாம் கிடக்கும் அது எல்லாத்தையும் சுத்தம் பண்ணலனா அவங்க தான் ஆனால் அவங்கள பற்றி நம்மளாம் எப்போயும் கொறை சொல்லக்கூடாது அதனால் அவங்களையும் கொஞ்சம் மதிக்கணும்
110,audio_00110.wav,FOR TWO MONTHS WE HAD NOT EVEN BEEN TO PARIS NO ONE CAME TO SEE US EXCEPT PRUDENCE AND JULIE DUPRAT OF WHOM I HAVE SPOKEN TO YOU
775,audio_00775.wav,SHE KEPT HIM DOWN BY REFUSING TO QUARREL WITH HIM THIS WAS WHAT SHE NOW PROPOSED TO HIM TO ENJOY AND HIS SECRET DISCOMFORT WAS HIS SENSE THAT ON THE WHOLE IT WAS WHAT WOULD BEST SUIT HIM BEING KEPT DOWN WAS A BORE BUT
653,audio_00653.wav,நான் ஃபர்ஸ்டே நினச்சிக்குட்டுதான் இந்தமாதிரி ஆகும் அப்படீன்றது எனக்கு தெரிஞ்சு தான் உங்கள்கிட்ட நான் அத்தனை தடவை கேட்டேன்
812,audio_00812.wav,when she realizes.
890,audio_00890.wav,not letting him complete his enquiries he was.
1121,audio_01121.wav,although they had a rice and curry meal.
